+--------------------+--------+--------------------------------+
| ensembl_protein_id | count  | LENGTH(proteins.sequence) * 19 |
| ENSP00000471166.1  |   7961 |                           7961 |
| ENSP00000480043.1  |   7961 |                           7961 |
| ENSP00000355141.2  |   7971 |                          11210 |
| ENSP00000295470.5  |   7980 |                           7980 |
| ENSP00000315925.6  |   7980 |                           7980 |
| ENSP00000323275.3  |   7980 |                           7980 |
| ENSP00000338624.4  |   7980 |                           7980 |
| ENSP00000015877.6  |   7991 |                          13319 |
| ENSP00000311224.4  |   7999 |                           7999 |
| ENSP00000323880.4  |   7999 |                           7999 |
| ENSP00000359878.5  |   7999 |                           7999 |
| ENSP00000377470.2  |   7999 |                           7999 |
| ENSP00000496496.1  |   7999 |                           7999 |
| ENSP00000261712.3  |   8018 |                           8018 |
| ENSP00000294702.5  |   8018 |                           8018 |
| ENSP00000335024.3  |   8018 |                           8018 |
| ENSP00000376188.2  |   8018 |                           8018 |
| ENSP00000394391.3  |   8018 |                           8018 |
| ENSP00000409107.2  |   8018 |                           8018 |
| ENSP00000497280.1  |   8018 |                           8018 |
| ENSP00000262093.6  |   8037 |                           8037 |
| ENSP00000318318.6  |   8037 |                           8037 |
| ENSP00000320180.2  |   8037 |                           8037 |
| ENSP00000325819.3  |   8037 |                           8037 |
| ENSP00000357069.2  |   8037 |                           8037 |
| ENSP00000376793.3  |   8037 |                           8037 |
| ENSP00000379895.3  |   8037 |                           8037 |
| ENSP00000418397.3  |   8037 |                           8037 |
| ENSP00000477437.1  |   8037 |                           8037 |
| ENSP00000240662.2  |   8056 |                           8056 |
| ENSP00000271628.8  |   8056 |                           8056 |
| ENSP00000377633.2  |   8056 |                           8056 |
| ENSP00000492152.1  |   8056 |                           8056 |
| ENSP00000497561.1  |   8056 |                           8056 |
| ENSP00000421096.1  |   8075 |                           8075 |
| ENSP00000434995.1  |   8075 |                           8075 |
| ENSP00000466561.1  |   8075 |                           8075 |
| ENSP00000160382.5  |   8094 |                           8094 |
| ENSP00000227638.3  |   8094 |                           8094 |
| ENSP00000268638.4  |   8094 |                           8094 |
| ENSP00000270593.1  |   8094 |                           8094 |
| ENSP00000337014.5  |   8094 |                           8094 |
| ENSP00000355601.3  |   8094 |                           8094 |
| ENSP00000435233.2  |   8094 |                           8094 |
| ENSP00000215838.3  |   8113 |                           8113 |
| ENSP00000242776.3  |   8113 |                           8113 |
| ENSP00000243457.2  |   8113 |                           8113 |
| ENSP00000256996.4  |   8113 |                           8113 |
| ENSP00000265838.4  |   8113 |                           8113 |
| ENSP00000272238.4  |   8113 |                           8113 |
| ENSP00000365837.3  |   8113 |                           8113 |
| ENSP00000449573.2  |   8113 |                           8113 |
| ENSP00000498969.1  |   8113 |                           8113 |
| ENSP00000272748.4  |   8132 |                           8132 |
| ENSP00000302967.3  |   8132 |                           8132 |
| ENSP00000347834.5  |   8132 |                           8132 |
| ENSP00000377769.3  |   8132 |                           8132 |
| ENSP00000463574.1  |   8132 |                           8132 |
| ENSP00000264538.3  |   8151 |                           8151 |
| ENSP00000463051.1  |   8151 |                           8151 |
| ENSP00000373620.3  |   8165 |                          10887 |
| ENSP00000064780.2  |   8170 |                           8170 |
| ENSP00000245206.5  |   8170 |                           8170 |
| ENSP00000317619.5  |   8170 |                           8170 |
| ENSP00000343674.2  |   8189 |                           8189 |
| ENSP00000365380.4  |   8189 |                           8189 |
| ENSP00000379204.3  |   8189 |                           8189 |
| ENSP00000443827.2  |   8189 |                           8189 |
| ENSP00000217426.2  |   8208 |                           8208 |
| ENSP00000308452.8  |   8208 |                           8208 |
| ENSP00000328340.5  |   8208 |                           8208 |
| ENSP00000357873.3  |   8208 |                           8208 |
| ENSP00000466598.2  |   8208 |                           8208 |
| ENSP00000257264.3  |   8227 |                           8227 |
| ENSP00000358238.1  |   8227 |                           8227 |
| ENSP00000251607.6  |   8246 |                           8246 |
| ENSP00000430055.2  |   8246 |                           8246 |
| ENSP00000217446.3  |   8265 |                           8265 |
| ENSP00000241125.3  |   8265 |                           8265 |
| ENSP00000292807.5  |   8265 |                           8265 |
| ENSP00000299709.3  |   8265 |                           8265 |
| ENSP00000334300.3  |   8265 |                           8265 |
| ENSP00000337443.3  |   8265 |                           8265 |
| ENSP00000355110.4  |   8265 |                           8265 |
| ENSP00000378576.2  |   8265 |                           8265 |
| ENSP00000483491.2  |   8265 |                           8265 |
| ENSP00000337850.2  |   8284 |                           8284 |
| ENSP00000359376.4  |   8284 |                           8284 |
| ENSP00000376597.5  |   8284 |                           8284 |
| ENSP00000378650.2  |   8284 |                           8284 |
| ENSP00000492024.1  |   8284 |                           8284 |
| ENSP00000254928.5  |   8303 |                           8303 |
| ENSP00000297770.4  |   8303 |                           8303 |
| ENSP00000357597.4  |   8303 |                           8303 |
| ENSP00000497130.1  |   8303 |                           8303 |
| ENSP00000222214.4  |   8322 |                           8322 |
| ENSP00000263083.7  |   8322 |                           8322 |
| ENSP00000338475.5  |   8322 |                           8322 |
| ENSP00000380793.3  |   8322 |                           8322 |
| ENSP00000490105.1  |   8322 |                           8322 |
| ENSP00000223210.4  |   8330 |                          22211 |
| ENSP00000243498.5  |   8341 |                           8341 |
| ENSP00000298852.3  |   8341 |                           8341 |
| ENSP00000355675.2  |   8341 |                           8341 |
| ENSP00000357838.5  |   8341 |                           8341 |
| ENSP00000368933.5  |   8341 |                           8341 |
| ENSP00000231749.3  |   8360 |                           8360 |
| ENSP00000261303.8  |   8360 |                           8360 |
| ENSP00000264005.5  |   8360 |                           8360 |
| ENSP00000272227.4  |   8360 |                           8360 |
| ENSP00000276431.4  |   8360 |                           8360 |
| ENSP00000374455.4  |   8360 |                           8360 |
| ENSP00000002125.4  |   8379 |                           8379 |
| ENSP00000263360.6  |   8379 |                           8379 |
| ENSP00000322568.3  |   8379 |                           8379 |
| ENSP00000453403.1  |   8379 |                           8379 |
| ENSP00000478799.2  |   8379 |                          19551 |
| ENSP00000231948.4  |   8398 |                           8398 |
| ENSP00000252590.3  |   8398 |                           8398 |
| ENSP00000307887.6  |   8398 |                           8398 |
| ENSP00000318298.6  |   8398 |                           8398 |
| ENSP00000371362.4  |   8398 |                           8398 |
| ENSP00000410051.2  |   8398 |                           8398 |
| ENSP00000261234.6  |   8417 |                           8417 |
| ENSP00000261643.3  |   8417 |                           8417 |
| ENSP00000309953.6  |   8417 |                           8417 |
| ENSP00000435712.1  |   8417 |                           8417 |
| ENSP00000258781.7  |   8436 |                           8436 |
| ENSP00000264071.1  |   8436 |                           8436 |
| ENSP00000299084.4  |   8436 |                           8436 |
| ENSP00000329546.4  |   8436 |                           8436 |
| ENSP00000339001.7  |   8436 |                           8436 |
| ENSP00000367879.3  |   8436 |                           8436 |
| ENSP00000456206.2  |   8436 |                           8436 |
| ENSP00000259818.6  |   8455 |                           8455 |
| ENSP00000269980.2  |   8455 |                           8455 |
